loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,loan_status,forty_plus_indicator,credit_age
19000.0,RENT,83000.0,17.61,0.1114,0.0,1,Under Forty,7189
9100.0,OWN,60000.0,28.98,0.1433,0.0,0,Over Forty,6063
10000.0,RENT,58000.0,21.74,0.09759999999999999,0.0,0,Under Forty,5089
12375.0,RENT,25000.0,23.14,0.1465,0.0,1,Under Forty,6489
35000.0,RENT,130000.0,15.33,0.158,0.0,1,Under Forty,10080
35000.0,RENT,235000.0,4.24,0.1433,0.0,1,Over Forty,6977
14400.0,RENT,47000.0,21.4,0.1311,0.0,0,Over Forty,6793
10625.0,RENT,42000.0,16.63,0.12119999999999999,0.0,0,Under Forty,7250
7000.0,MORTGAGE,90000.0,15.73,0.12119999999999999,0.0,0,Under Forty,10507
18000.0,RENT,80000.0,9.25,0.08900000000000001,0.0,0,Under Forty,6094
9600.0,RENT,60000.0,13.4,0.12119999999999999,0.0,0,Under Forty,8254
14675.0,MORTGAGE,94000.0,13.38,0.12119999999999999,0.0,0,Under Forty,7464
28000.0,MORTGAGE,220000.0,0.58,0.0762,0.0,0,Over Forty,17538
9000.0,RENT,41600.0,28.3,0.0662,0.0,0,Over Forty,7311
12000.0,MORTGAGE,75000.0,21.12,0.1367,0.0,1,Under Forty,7372
33425.0,RENT,75000.0,15.41,0.1629,0.0,0,Over Forty,11298
10000.0,RENT,45000.0,25.85,0.1311,0.0,0,Over Forty,7250
12000.0,MORTGAGE,52586.0,10.02,0.1114,0.0,0,Under Forty,7555
5375.0,MORTGAGE,20540.0,11.45,0.158,0.0,0,Under Forty,5577
2900.0,RENT,27464.0,15.42,0.1727,0.0,0,Under Forty,8529
6625.0,RENT,24000.0,18.35,0.08900000000000001,0.0,0,Under Forty,4481
12000.0,MORTGAGE,100000.0,11.77,0.0603,0.0,0,Under Forty,8833
10575.0,RENT,45000.0,12.64,0.1016,0.0,0,Under Forty,6338
10000.0,RENT,30000.0,16.2,0.08900000000000001,0.0,0,Under Forty,7280
13250.0,RENT,53000.0,21.96,0.1311,0.0,0,Under Forty,6824
10000.0,RENT,46000.0,9.63,0.12119999999999999,0.0,0,Over Forty,7280
10500.0,RENT,30000.0,17.72,0.12119999999999999,0.0,0,Under Forty,7524
24000.0,MORTGAGE,90000.0,25.85,0.12119999999999999,0.0,0,Over Forty,8376
3200.0,MORTGAGE,82000.0,9.41,0.0762,0.0,0,Under Forty,8103
12175.0,RENT,35000.0,29.42,0.1114,0.0,0,Over Forty,7799
4000.0,MORTGAGE,34000.0,7.84,0.21,0.0,0,Over Forty,7950
4500.0,RENT,18000.0,15.17,0.1875,0.0,0,Under Forty,5212
4000.0,RENT,38400.0,19.2,0.12119999999999999,0.0,0,Under Forty,7616
12000.0,MORTGAGE,50000.0,25.39,0.1531,0.0,0,Under Forty,6673
12000.0,OWN,60000.0,22.34,0.1777,0.0,0,Over Forty,12394
17500.0,RENT,51000.0,14.31,0.1531,0.0,1,Under Forty,8103
11000.0,RENT,36000.0,24.9,0.1311,0.0,0,Over Forty,6762
8000.0,RENT,55000.0,7.53,0.1465,0.0,1,Under Forty,8925
7200.0,MORTGAGE,60000.0,12.72,0.12119999999999999,0.0,0,Over Forty,12333
16800.0,MORTGAGE,120000.0,2.23,0.0603,0.0,1,Under Forty,8042
11625.0,MORTGAGE,41780.0,15.45,0.1311,0.0,0,Under Forty,8011
16000.0,RENT,96000.0,10.77,0.15810000000000002,0.0,1,Under Forty,15347
18000.0,MORTGAGE,80000.0,25.68,0.1114,0.0,0,Over Forty,8864
6500.0,RENT,36000.0,25.3,0.1875,0.0,0,Under Forty,6338
10000.0,RENT,40000.0,20.19,0.1777,0.0,1,Under Forty,5059
5000.0,RENT,38000.0,17.53,0.0662,0.0,0,Under Forty,5607
9600.0,RENT,43000.0,11.94,0.1465,0.0,0,Under Forty,5666
12000.0,RENT,115000.0,6.27,0.1399,0.0,0,Under Forty,9564
5000.0,RENT,71400.0,4.1,0.0762,0.0,0,Under Forty,6459
11325.0,RENT,34000.0,11.4,0.1409,0.0,0,Under Forty,5212
5000.0,RENT,40500.0,11.53,0.0603,0.0,0,Under Forty,5424
10000.0,MORTGAGE,52000.0,17.08,0.1311,0.0,0,Over Forty,7524
8000.0,MORTGAGE,79000.0,9.99,0.1114,0.0,0,Under Forty,7280
6150.0,MORTGAGE,48000.0,25.3,0.0662,0.0,0,Under Forty,7464
2500.0,MORTGAGE,55000.0,21.2,0.1074,0.0,0,Over Forty,9715
8000.0,RENT,59000.0,22.68,0.18489999999999998,0.0,1,Under Forty,5120
10000.0,RENT,30000.0,24.09,0.1367,0.0,1,Over Forty,7007
7200.0,MORTGAGE,38000.0,15.69,0.17989999999999998,0.0,0,Under Forty,6124
10000.0,RENT,65000.0,16.98,0.1905,0.0,0,Under Forty,4511
14400.0,RENT,40000.0,7.77,0.0662,0.0,1,Under Forty,7189
12850.0,RENT,90000.0,19.58,0.1114,0.0,0,Under Forty,7189
7000.0,RENT,45000.0,22.99,0.1409,0.0,0,Under Forty,5758
2700.0,MORTGAGE,77140.0,17.11,0.1311,0.0,0,Under Forty,6824
12000.0,RENT,50000.0,20.57,0.1727,0.0,1,Under Forty,4936
10750.0,RENT,32000.0,16.57,0.1777,0.0,0,Under Forty,5059
5600.0,MORTGAGE,150000.0,10.7,0.1465,0.0,0,Under Forty,6946
16000.0,MORTGAGE,100000.0,19.02,0.1727,0.0,0,Under Forty,7555
3000.0,RENT,38000.0,5.31,0.079,0.0,0,Under Forty,6063
25000.0,MORTGAGE,210000.0,12.01,0.0762,0.0,0,Under Forty,11360
28000.0,OWN,100000.0,2.47,0.0762,0.0,0,Under Forty,11633
8000.0,RENT,35000.0,7.41,0.079,0.0,0,Under Forty,7189
3000.0,RENT,32000.0,3.98,0.158,0.0,0,Under Forty,6762
3000.0,RENT,20000.0,7.02,0.158,0.0,1,Under Forty,6094
12000.0,RENT,53000.0,14.1,0.09759999999999999,0.0,0,Over Forty,8680
10000.0,RENT,85000.0,1.72,0.1777,0.0,0,Under Forty,9411
12250.0,MORTGAGE,50261.12,27.1,0.1905,0.0,0,Under Forty,8954
28000.0,MORTGAGE,100000.0,16.87,0.1016,0.0,0,Over Forty,7372
12000.0,MORTGAGE,90000.0,10.45,0.0603,0.0,1,Over Forty,9291
8000.0,MORTGAGE,25000.0,22.31,0.1777,0.0,0,Under Forty,5638
22000.0,RENT,55500.0,24.65,0.21,0.0,0,Under Forty,7858
21000.0,RENT,82000.0,6.29,0.12119999999999999,0.0,0,Under Forty,4998
24000.0,MORTGAGE,265000.0,8.86,0.1114,0.0,0,Over Forty,13337
8450.0,RENT,25000.0,24.91,0.1311,0.0,0,Under Forty,6185
7000.0,OWN,55000.0,10.3,0.1727,0.0,0,Under Forty,7127
24000.0,OWN,130000.0,21.39,0.1531,0.0,0,Under Forty,9656
4800.0,RENT,50000.0,3.07,0.1409,0.0,0,Under Forty,6094
35000.0,MORTGAGE,130000.0,18.4,0.1972,0.0,1,Under Forty,5697
35000.0,RENT,85500.0,15.79,0.1114,0.0,1,Over Forty,12486
21000.0,MORTGAGE,130000.0,21.05,0.08900000000000001,0.0,0,Over Forty,9319
4000.0,MORTGAGE,38400.0,25.91,0.1311,0.0,0,Under Forty,7007
14000.0,RENT,109000.0,19.32,0.1016,0.0,0,Over Forty,11482
6000.0,MORTGAGE,62000.0,16.8,0.0662,0.0,0,Under Forty,7403
14075.0,RENT,28800.0,14.11,0.1855,0.0,0,Under Forty,6428
20000.0,MORTGAGE,67000.0,7.41,0.079,0.0,0,Under Forty,7920
1500.0,MORTGAGE,41000.0,18.35,0.1311,0.0,0,Under Forty,8407
9000.0,MORTGAGE,27000.0,26.89,0.1875,0.0,0,Under Forty,6247
10000.0,OWN,100105.0,14.12,0.1016,0.0,0,Over Forty,7646
6000.0,OWN,55000.0,34.45,0.1905,0.0,0,Under Forty,8134
7500.0,RENT,69900.0,9.2,0.0603,0.0,0,Under Forty,10507
6000.0,MORTGAGE,200000.0,6.6,0.0762,0.0,0,Under Forty,9656
14500.0,RENT,45000.0,10.45,0.1311,0.0,0,Under Forty,11176
20000.0,RENT,145000.0,10.79,0.08900000000000001,0.0,0,Under Forty,7738
16425.0,MORTGAGE,56000.0,26.91,0.1311,0.0,1,Over Forty,10202
12000.0,MORTGAGE,43000.0,18.5,0.1016,0.0,1,Under Forty,9715
28000.0,MORTGAGE,95000.0,18.01,0.079,0.0,0,Under Forty,7038
9350.0,MORTGAGE,28394.0,21.68,0.0662,0.0,0,Under Forty,8042
12000.0,MORTGAGE,56000.0,7.29,0.1114,0.0,0,Under Forty,8254
8500.0,RENT,30000.0,14.8,0.1855,0.0,0,Under Forty,6703
6000.0,MORTGAGE,77000.0,11.97,0.1311,0.0,0,Under Forty,6946
11200.0,MORTGAGE,150000.0,5.37,0.08900000000000001,0.0,0,Under Forty,11663
5000.0,MORTGAGE,28000.0,6.77,0.1114,0.0,0,Over Forty,7038
10000.0,RENT,30000.0,7.56,0.1311,0.0,0,Under Forty,5485
12000.0,MORTGAGE,70000.0,15.14,0.1629,0.0,0,Over Forty,8560
25000.0,RENT,155000.0,11.68,0.15960000000000002,0.0,0,Over Forty,11510
13200.0,MORTGAGE,65000.0,15.2,0.1114,0.0,0,Under Forty,7524
12300.0,RENT,60000.0,18.84,0.1409,0.0,1,Under Forty,5942
10000.0,RENT,61600.0,24.76,0.15960000000000002,0.0,1,Over Forty,9807
18000.0,MORTGAGE,141000.0,12.84,0.12119999999999999,0.0,0,Under Forty,13613
11500.0,MORTGAGE,35000.0,25.41,0.1311,0.0,0,Over Forty,6824
10000.0,MORTGAGE,72000.0,19.31,0.1409,0.0,0,Under Forty,8376
12000.0,MORTGAGE,115000.0,7.33,0.0662,0.0,0,Over Forty,6550
8000.0,MORTGAGE,88000.0,17.81,0.0603,0.0,0,Under Forty,14098
11300.0,RENT,37000.0,14.46,0.1114,0.0,0,Under Forty,6703
20000.0,OWN,66000.0,29.87,0.1629,0.0,0,Under Forty,8315
7000.0,MORTGAGE,110000.0,18.09,0.12119999999999999,0.0,0,Over Forty,7708
6000.0,MORTGAGE,25112.0,15.67,0.1311,0.0,1,Over Forty,6885
19750.0,MORTGAGE,44748.0,2.49,0.079,0.0,0,Under Forty,5332
11200.0,RENT,115000.0,10.08,0.1629,0.0,0,Under Forty,8894
6225.0,MORTGAGE,60000.0,9.63,0.1399,0.0,0,Under Forty,8864
15000.0,MORTGAGE,90000.0,29.34,0.1777,0.0,0,Under Forty,6063
10000.0,MORTGAGE,60000.0,31.96,0.1016,0.0,0,Under Forty,4542
1500.0,RENT,95000.0,17.51,0.1433,0.0,0,Over Forty,4967
10000.0,MORTGAGE,110000.0,12.66,0.1875,0.0,0,Under Forty,10415
10000.0,RENT,40300.0,29.87,0.1409,0.0,0,Over Forty,6977
10250.0,MORTGAGE,85000.0,17.1,0.1114,0.0,0,Under Forty,6793
10000.0,RENT,50000.0,30.65,0.1016,0.0,1,Under Forty,8680
6000.0,RENT,54000.0,6.92,0.1016,0.0,0,Over Forty,6550
7500.0,RENT,52000.0,18.51,0.0603,0.0,1,Under Forty,13186
5200.0,RENT,38000.0,15.29,0.06,0.0,0,Under Forty,11268
3000.0,MORTGAGE,40000.0,22.41,0.0762,0.0,0,Over Forty,7524
10000.0,MORTGAGE,35000.0,5.38,0.0662,0.0,0,Under Forty,7250
12000.0,MORTGAGE,80000.0,23.21,0.1311,0.0,0,Over Forty,9199
5000.0,RENT,36000.0,7.03,0.22469999999999998,0.0,0,Under Forty,6673
10950.0,RENT,40000.0,29.52,0.1875,0.0,0,Under Forty,5181
10000.0,OWN,29000.0,29.49,0.1311,0.0,0,Under Forty,7646
20775.0,MORTGAGE,60000.0,28.3,0.1399,0.0,0,Under Forty,7372
3000.0,RENT,49000.0,7.32,0.1531,0.0,0,Under Forty,6397
2225.0,RENT,32000.0,32.36,0.1531,0.0,0,Under Forty,6642
4800.0,OWN,19548.0,18.05,0.20489999999999997,0.0,0,Under Forty,8925
14000.0,RENT,64000.0,7.55,0.18489999999999998,0.0,0,Under Forty,5850
10000.0,OWN,35000.0,16.46,0.158,0.0,0,Over Forty,6762
18000.0,MORTGAGE,63220.0,17.37,0.1905,0.0,0,Under Forty,10202
22050.0,MORTGAGE,125000.0,15.31,0.1367,0.0,0,Under Forty,12213
7375.0,MORTGAGE,60000.0,21.6,0.1311,0.0,0,Over Forty,7127
23325.0,MORTGAGE,58500.0,28.27,0.20489999999999997,0.0,0,Over Forty,9138
5000.0,MORTGAGE,60000.0,6.16,0.1972,0.0,1,Under Forty,4694
27575.0,RENT,70000.0,33.87,0.1777,0.0,1,Under Forty,10477
12000.0,RENT,64120.0,19.56,0.1531,0.0,0,Under Forty,13033
30000.0,MORTGAGE,250000.0,14.76,0.1433,0.0,0,Under Forty,8073
20000.0,OWN,47500.0,32.61,0.1433,0.0,1,Under Forty,10811
12000.0,RENT,70000.0,15.55,0.1409,0.0,0,Under Forty,7738
10000.0,MORTGAGE,61000.0,12.69,0.12119999999999999,0.0,0,Over Forty,7708
10000.0,MORTGAGE,69000.0,3.06,0.1905,0.0,0,Under Forty,7127
23675.0,RENT,60000.0,23.02,0.2198,0.0,1,Under Forty,5546
12000.0,MORTGAGE,40000.0,21.9,0.1311,0.0,0,Under Forty,17081
10000.0,MORTGAGE,41000.0,24.94,0.1905,0.0,0,Over Forty,8588
15000.0,MORTGAGE,118000.0,8.68,0.12119999999999999,0.0,0,Under Forty,5363
8000.0,MORTGAGE,185000.0,5.37,0.079,0.0,0,Under Forty,7585
20000.0,RENT,102500.0,24.6,0.20489999999999997,0.0,0,Under Forty,7068
15000.0,RENT,60000.0,17.92,0.1727,0.0,0,Under Forty,8711
8325.0,RENT,25000.0,14.59,0.18489999999999998,0.0,0,Under Forty,4755
6000.0,RENT,48000.0,7.58,0.1114,0.0,1,Over Forty,7189
11100.0,MORTGAGE,150000.0,6.36,0.0762,0.0,0,Under Forty,6612
11000.0,RENT,80000.0,18.39,0.1311,0.0,0,Under Forty,5850
7000.0,MORTGAGE,78000.0,12.75,0.12119999999999999,0.0,0,Over Forty,9016
7000.0,MORTGAGE,78000.0,12.72,0.1016,0.0,0,Over Forty,8680
20000.0,RENT,56000.0,24.73,0.12119999999999999,0.0,0,Under Forty,7311
21000.0,MORTGAGE,189856.25,12.04,0.079,0.0,0,Under Forty,8164
2400.0,RENT,65000.0,18.54,0.09910000000000001,0.0,0,Under Forty,5638
15850.0,RENT,36000.0,12.81,0.1875,0.0,0,Under Forty,6581
8400.0,MORTGAGE,75000.0,19.1,0.1433,0.0,1,Under Forty,6032
24375.0,MORTGAGE,55000.0,28.78,0.1629,0.0,0,Under Forty,7585
6000.0,RENT,55000.0,8.68,0.1629,0.0,1,Under Forty,12091
9050.0,OWN,34000.0,23.68,0.158,0.0,0,Under Forty,4358
11000.0,RENT,56000.0,17.64,0.12119999999999999,1.0,0,Under Forty,7099
10975.0,RENT,120000.0,6.98,0.08900000000000001,0.0,0,Under Forty,4450
25000.0,MORTGAGE,106080.0,13.17,0.1016,0.0,0,Under Forty,15225
12000.0,MORTGAGE,92000.0,8.18,0.0603,0.0,0,Over Forty,7280
7500.0,MORTGAGE,32000.0,12.11,0.1727,0.0,0,Under Forty,7342
1200.0,MORTGAGE,60460.56,19.05,0.1875,0.0,0,Over Forty,6612
13500.0,RENT,45000.0,10.27,0.08900000000000001,0.0,0,Under Forty,18999
10000.0,OWN,31000.0,18.04,0.1311,0.0,0,Under Forty,9807
5500.0,OWN,40413.0,24.59,0.1905,0.0,0,Under Forty,7342
24000.0,MORTGAGE,68000.0,17.32,0.1311,0.0,0,Under Forty,7493
20000.0,RENT,135000.0,17.48,0.12119999999999999,0.0,0,Under Forty,7464
6000.0,MORTGAGE,63000.0,17.28,0.079,0.0,0,Over Forty,11207
10000.0,RENT,65000.0,16.38,0.09759999999999999,0.0,1,Under Forty,7219
15575.0,MORTGAGE,88000.0,24.82,0.08900000000000001,0.0,0,Under Forty,8315
9000.0,RENT,60000.0,20.74,0.1016,0.0,0,Over Forty,7250
15850.0,RENT,40000.0,20.4,0.1875,0.0,0,Under Forty,6793
15000.0,RENT,42500.0,23.74,0.1727,0.0,1,Under Forty,7068
9925.0,MORTGAGE,53000.0,26.35,0.1433,0.0,0,Under Forty,9837
17050.0,RENT,47000.0,27.09,0.1433,0.0,0,Under Forty,6094
2750.0,RENT,10968.0,12.25,0.21489999999999998,0.0,1,Under Forty,4967
12000.0,RENT,80000.0,15.83,0.1016,0.0,0,Under Forty,5607
22250.0,MORTGAGE,160000.0,11.29,0.079,0.0,1,Under Forty,8529
12000.0,RENT,47764.0,28.84,0.20489999999999997,0.0,0,Under Forty,11663
18000.0,RENT,56000.0,17.86,0.079,0.0,0,Under Forty,7585
9600.0,RENT,75000.0,14.82,0.1629,0.0,0,Over Forty,6277
12000.0,RENT,95000.0,10.23,0.12119999999999999,0.0,0,Over Forty,7311
11450.0,MORTGAGE,61000.0,17.78,0.1629,0.0,0,Over Forty,8560
20250.0,MORTGAGE,160000.0,14.46,0.0662,0.0,0,Over Forty,10568
6000.0,RENT,60000.0,7.94,0.158,0.0,0,Over Forty,7127
18000.0,MORTGAGE,72000.0,17.65,0.205,0.0,0,Under Forty,6824
14000.0,RENT,86000.0,15.15,0.1855,0.0,0,Under Forty,8254
16000.0,RENT,97760.0,5.46,0.18489999999999998,0.0,1,Under Forty,7555
5500.0,MORTGAGE,77000.0,11.0,0.1409,0.0,0,Under Forty,9899
7200.0,MORTGAGE,40000.0,17.16,0.1433,0.0,0,Over Forty,6277
10000.0,RENT,40000.0,28.23,0.079,0.0,0,Under Forty,7038
6400.0,MORTGAGE,55000.0,15.09,0.1777,0.0,1,Under Forty,6032
12000.0,RENT,72000.0,6.22,0.1409,0.0,0,Under Forty,6094
8000.0,RENT,65000.0,11.03,0.1016,0.0,0,Under Forty,6155
20000.0,MORTGAGE,95000.0,12.49,0.079,0.0,0,Under Forty,7433
16000.0,MORTGAGE,65000.0,4.54,0.12119999999999999,0.0,0,Under Forty,6946
4600.0,RENT,64800.0,4.76,0.0662,0.0,0,Over Forty,6673
9600.0,MORTGAGE,49000.0,4.41,0.0662,0.0,0,Under Forty,9807
2500.0,RENT,31877.0,7.3,0.079,0.0,0,Under Forty,6520
9975.0,MORTGAGE,65500.0,29.46,0.1409,0.0,0,Under Forty,9807
12000.0,MORTGAGE,325000.0,13.8,0.12689999999999999,0.0,0,Under Forty,11725
22000.0,MORTGAGE,165000.0,19.14,0.079,0.0,1,Over Forty,7677
16500.0,RENT,57000.0,18.25,0.1433,0.0,0,Under Forty,10780
5100.0,RENT,33000.0,4.25,0.0603,0.0,0,Under Forty,15347
1100.0,RENT,42000.0,4.45,0.12119999999999999,0.0,0,Under Forty,7677
15850.0,RENT,36000.0,20.3,0.1875,0.0,0,Over Forty,11572
10000.0,RENT,90000.0,14.12,0.1311,0.0,0,Under Forty,7769
7000.0,RENT,37000.0,18.45,0.1367,0.0,0,Under Forty,7189
10000.0,MORTGAGE,130000.0,6.47,0.12119999999999999,0.0,0,Under Forty,9319
3000.0,RENT,135000.0,14.81,0.1349,0.0,0,Under Forty,10233
12000.0,MORTGAGE,76000.0,16.61,0.1367,0.0,0,Over Forty,7920
8125.0,RENT,24000.0,31.4,0.1531,0.0,0,Under Forty,6428
1000.0,MORTGAGE,27000.0,20.22,0.1433,0.0,0,Under Forty,10721
1000.0,MORTGAGE,70000.0,11.43,0.0603,0.0,0,Under Forty,8650
13750.0,RENT,50000.0,12.14,0.1114,0.0,0,Under Forty,7099
10000.0,MORTGAGE,72000.0,15.8,0.1727,0.0,0,Under Forty,7158
6600.0,MORTGAGE,52000.0,18.25,0.158,0.0,0,Under Forty,8011
23675.0,OWN,60000.0,27.02,0.1433,0.0,0,Under Forty,15681
15850.0,MORTGAGE,50185.0,20.66,0.1114,0.0,0,Under Forty,10446
4800.0,RENT,16000.0,21.75,0.12119999999999999,0.0,0,Under Forty,5028
10000.0,RENT,80000.0,10.91,0.0662,0.0,0,Under Forty,9016
15000.0,MORTGAGE,60000.0,19.98,0.1409,0.0,0,Under Forty,8650
15000.0,OWN,45000.0,8.53,0.18489999999999998,0.0,1,Over Forty,12364
14900.0,MORTGAGE,61000.0,13.5,0.1074,0.0,0,Over Forty,10995
23675.0,MORTGAGE,60000.0,21.56,0.1433,0.0,0,Over Forty,9016
5600.0,MORTGAGE,55000.0,12.39,0.1114,0.0,0,Over Forty,7493
17000.0,MORTGAGE,132000.0,7.08,0.079,0.0,0,Under Forty,12821
7200.0,MORTGAGE,75000.0,8.18,0.0603,0.0,0,Under Forty,7889
4000.0,MORTGAGE,163000.0,13.47,0.1531,0.0,0,Under Forty,13794
15000.0,MORTGAGE,53196.0,3.88,0.079,0.0,0,Under Forty,7585
8000.0,OWN,25000.0,22.46,0.1727,0.0,1,Under Forty,4786
25000.0,RENT,85000.0,32.09,0.22469999999999998,0.0,0,Under Forty,7280
8000.0,MORTGAGE,37000.0,16.93,0.08900000000000001,0.0,0,Under Forty,7280
10000.0,RENT,85000.0,27.94,0.12119999999999999,0.0,0,Under Forty,9016
7000.0,OWN,48000.0,12.63,0.17989999999999998,0.0,0,Under Forty,10446
10000.0,OWN,100000.0,16.43,0.0603,0.0,1,Under Forty,13308
4800.0,MORTGAGE,63000.0,10.97,0.0603,0.0,0,Over Forty,8073
10000.0,RENT,29660.0,18.65,0.1727,0.0,0,Under Forty,8254
12000.0,RENT,37000.0,14.14,0.1016,0.0,0,Under Forty,7127
15000.0,MORTGAGE,58000.0,14.01,0.1114,0.0,0,Under Forty,9837
18000.0,RENT,80000.0,11.49,0.079,0.0,0,Over Forty,12241
14000.0,RENT,65000.0,11.1,0.079,0.0,0,Under Forty,4998
5000.0,RENT,45360.0,27.88,0.0762,0.0,0,Under Forty,6489
8325.0,OWN,29762.0,6.25,0.1875,0.0,0,Under Forty,5728
12000.0,RENT,41600.0,12.81,0.0762,0.0,0,Under Forty,7769
6000.0,MORTGAGE,135000.0,5.72,0.08900000000000001,0.0,0,Under Forty,8954
6000.0,RENT,41600.0,19.24,0.09759999999999999,0.0,0,Under Forty,5819
12000.0,OWN,35360.0,8.08,0.1727,0.0,0,Under Forty,14312
6075.0,MORTGAGE,84000.0,26.53,0.1016,0.0,0,Under Forty,10049
15000.0,MORTGAGE,84000.0,18.77,0.1114,0.0,0,Under Forty,9016
24000.0,RENT,80000.0,17.54,0.08900000000000001,0.0,0,Under Forty,7677
13000.0,MORTGAGE,46702.0,14.21,0.08900000000000001,0.0,0,Over Forty,9868
6000.0,RENT,50000.0,15.6,0.1399,0.0,0,Under Forty,6003
15000.0,MORTGAGE,102000.0,10.99,0.1311,0.0,0,Under Forty,7158
12800.0,MORTGAGE,60516.0,15.23,0.1531,0.0,0,Under Forty,7433
10850.0,MORTGAGE,48949.26,21.62,0.1016,0.0,1,Over Forty,8499
9000.0,RENT,45000.0,13.04,0.12119999999999999,0.0,0,Under Forty,7677
8000.0,RENT,25323.0,16.52,0.1629,0.0,0,Under Forty,7219
10000.0,MORTGAGE,92000.0,13.53,0.1433,0.0,0,Under Forty,7311
14000.0,RENT,70000.0,7.09,0.079,0.0,0,Under Forty,6369
11675.0,MORTGAGE,65388.0,18.87,0.12119999999999999,0.0,0,Over Forty,7250
7800.0,RENT,25000.0,7.3,0.1531,0.0,0,Under Forty,5728
15000.0,MORTGAGE,62000.0,9.27,0.1016,0.0,0,Over Forty,12213
15000.0,MORTGAGE,57000.0,11.55,0.1777,0.0,0,Over Forty,9656
35000.0,MORTGAGE,290000.0,3.17,0.1905,0.0,0,Over Forty,10811
14000.0,MORTGAGE,63000.0,10.56,0.0662,0.0,0,Under Forty,11421
9600.0,MORTGAGE,69000.0,9.3,0.1114,0.0,0,Under Forty,7433
1000.0,RENT,33600.0,12.96,0.079,0.0,0,Under Forty,9107
12400.0,RENT,45000.0,29.28,0.1727,0.0,0,Under Forty,5485
12000.0,MORTGAGE,50000.0,19.58,0.1531,0.0,0,Over Forty,7830
9750.0,RENT,34000.0,23.08,0.12119999999999999,0.0,0,Under Forty,7311
2300.0,RENT,55000.0,10.19,0.1074,0.0,0,Under Forty,6915
7100.0,MORTGAGE,26200.0,12.46,0.1114,0.0,0,Over Forty,6915
23500.0,MORTGAGE,118000.0,16.7,0.18489999999999998,0.0,0,Under Forty,9595
6000.0,MORTGAGE,47500.0,14.3,0.08900000000000001,0.0,0,Under Forty,6124
5000.0,MORTGAGE,65000.0,17.43,0.1409,0.0,0,Over Forty,11663
16000.0,MORTGAGE,256000.0,8.4,0.0762,0.0,0,Under Forty,8711
9750.0,RENT,30000.0,23.56,0.1531,0.0,1,Over Forty,7127
7900.0,RENT,80000.0,14.81,0.079,0.0,0,Under Forty,12668
4575.0,RENT,23000.0,24.62,0.1242,0.0,1,Under Forty,4967
20000.0,MORTGAGE,55000.0,20.9,0.1905,0.0,0,Over Forty,10752
18800.0,MORTGAGE,53000.0,19.09,0.12119999999999999,0.0,0,Under Forty,7250
25000.0,MORTGAGE,86000.0,33.43,0.1016,0.0,0,Over Forty,9046
4200.0,RENT,30000.0,9.22,0.158,0.0,0,Under Forty,15104
4500.0,RENT,67690.0,16.72,0.0762,0.0,0,Under Forty,11482
15000.0,RENT,55000.0,21.08,0.1114,0.0,0,Under Forty,5424
14000.0,MORTGAGE,60000.0,16.78,0.1409,0.0,0,Under Forty,13582
17000.0,MORTGAGE,78000.0,23.0,0.079,0.0,0,Over Forty,7311
10575.0,MORTGAGE,44700.0,15.45,0.08900000000000001,0.0,0,Over Forty,9230
6800.0,MORTGAGE,40400.0,20.52,0.09759999999999999,0.0,1,Under Forty,6673
12000.0,MORTGAGE,36000.0,14.93,0.12119999999999999,0.0,0,Under Forty,6155
14000.0,MORTGAGE,51000.0,12.54,0.12119999999999999,0.0,0,Under Forty,6185
3800.0,MORTGAGE,62000.0,18.19,0.1905,0.0,0,Under Forty,6428
6000.0,RENT,42000.0,15.11,0.12119999999999999,0.0,0,Under Forty,8680
9025.0,MORTGAGE,70000.0,6.15,0.0603,0.0,0,Over Forty,13094
15000.0,RENT,45000.0,10.59,0.18489999999999998,0.0,0,Under Forty,5301
5325.0,OWN,26000.0,13.8,0.1629,0.0,0,Under Forty,12637
6000.0,OWN,45000.0,10.21,0.1465,0.0,0,Under Forty,7280
2750.0,RENT,24960.0,24.28,0.1399,0.0,1,Under Forty,15985
13475.0,RENT,41000.0,24.16,0.1527,0.0,0,Under Forty,6885
20000.0,MORTGAGE,160000.0,14.53,0.1629,0.0,0,Under Forty,9534
3000.0,MORTGAGE,30000.0,6.28,0.079,0.0,0,Under Forty,5089
20000.0,MORTGAGE,104000.0,3.21,0.0603,0.0,0,Under Forty,6793
6075.0,MORTGAGE,36000.0,15.43,0.1531,0.0,0,Under Forty,12241
10000.0,RENT,55000.0,14.25,0.1433,0.0,0,Over Forty,6397
15000.0,RENT,35000.0,21.87,0.079,0.0,0,Over Forty,7555
6000.0,MORTGAGE,41600.0,18.61,0.1727,0.0,0,Under Forty,8619
12000.0,MORTGAGE,65000.0,21.99,0.12119999999999999,0.0,1,Under Forty,5516
30000.0,RENT,230000.0,11.1,0.1114,0.0,0,Under Forty,14616
6000.0,OWN,38000.0,6.63,0.1311,0.0,0,Under Forty,9319
12000.0,MORTGAGE,95000.0,5.58,0.0603,0.0,0,Over Forty,7403
18500.0,RENT,75000.0,11.88,0.1629,0.0,0,Under Forty,15985
19200.0,MORTGAGE,103000.0,10.4,0.0662,0.0,0,Under Forty,7585
35000.0,MORTGAGE,160000.0,30.49,0.1311,0.0,1,Under Forty,9503
7500.0,RENT,42000.0,6.77,0.1311,0.0,0,Under Forty,8438
